ip,country,port,org,isp,hostnames,timestamp,product,version,vulns
85.174.131.30,Russian Federation,2195,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:59:25.504772,Hikvision IP Camera,,
212.8.247.132,Russian Federation,3306,Internet-Hosting Ltd,EuroByte LLC,['ruweb.db'],2026-03-31 17:59:24.523866,MySQL,5.7.33-0ubuntu0.16.04.1,
46.19.65.156,Russian Federation,10050,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 17:59:23.724417,,,
89.169.132.40,Russian Federation,8081,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:59:22.970474,,,
31.181.80.102,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:59:22.658217,,,
45.95.203.98,Russian Federation,443,FIRST SERVER LIMITED,FIRST SERVER LIMITED,['sharpquiz.ru'],2026-03-31 17:59:17.727616,nginx,1.14.0,"CVE-2023-44487, CVE-2019-9516, CVE-2025-23419, CVE-2019-9513, CVE-2019-9511, CVE-2018-16843, CVE-2021-23017, CVE-2021-3618, CVE-2019-20372, CVE-2018-16844, CVE-2018-16845"
212.193.121.227,Russian Federation,123,LLC The Technical centre of Internet,"""The Technical center of Internet"" Limited Liability Company",[],2026-03-31 17:59:17.399967,ntpd,4,
14.0.37.193,Russian Federation,5222,CDNetworks,Meteverse Limited.,[],2026-03-31 17:59:17.073755,nginx,,
37.143.15.127,Russian Federation,53,IHC.RU network in Eserver,EuroByte LLC,['www.admugansk.ru'],2026-03-31 17:59:16.292945,,,
194.190.153.200,Russian Federation,5001,Autonomous Nonprofit Organisation Russian Scientific-Research Institute for Public Networks,Baykov Ilya Sergeevich,['ib.systems'],2026-03-31 17:59:13.981900,,,
193.187.192.207,Russian Federation,161,Export Telecom LLC,Export Telecom LLC,[],2026-03-31 17:59:13.963429,ciscoSystems,,
95.128.181.180,Russian Federation,12280,MakeCloud Public Network,TrustInfo LLC,[],2026-03-31 17:59:13.605646,,,
45.150.64.125,Russian Federation,8402,UFO Hosting LLC,UFO Hosting LLC,['moscow.pq.hosting'],2026-03-31 17:59:12.855633,,,
5.138.210.47,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:59:10.357473,,,
217.114.11.75,Russian Federation,53,Beget LLC,Beget LLC,[],2026-03-31 17:59:07.966421,,,
194.87.9.15,Russian Federation,8549,LLC Relcom Group Dedicated Mail Servers,Reliable Communications s.r.o.,['rumuip2.vwt.net'],2026-03-31 17:59:07.241903,,,
213.232.192.180,Russian Federation,2379,Selectel,JSC Selectel,[],2026-03-31 17:59:06.825691,,,
84.201.173.16,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:59:03.969295,,,
31.12.75.191,Russian Federation,8080,Dolgova Alena Andreevna,"Cloudflare London, LLC",[],2026-03-31 17:59:02.369729,CloudFlare,,
5.138.245.2,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:59:02.368067,,,
5.138.253.72,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:59:00.974070,,,
92.38.131.214,Russian Federation,9011,EdgeCenter LLC,EdgeCenter LLC,['ipinfo.io'],2026-03-31 17:58:59.668541,,,
95.165.69.67,Russian Federation,52536,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-69-67.dynamic.spd-mgts.ru'],2026-03-31 17:58:56.836873,,,
89.108.64.60,Russian Federation,993,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['89-108-64-60.cloudvps.regruhosting.ru'],2026-03-31 17:58:56.821202,,,
158.160.160.206,Russian Federation,443,Yandex.Cloud LLC,Yandex.Cloud LLC,"['www.cv-builder.ru', 'cv-builder.ru']",2026-03-31 17:58:56.737268,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
213.130.74.19,Russian Federation,25,Tilda Publishing Ltd.,Tilda Publishing Ltd.,[],2026-03-31 17:58:54.717394,Postfix smtpd,,
95.128.181.180,Russian Federation,8435,MakeCloud Public Network,TrustInfo LLC,[],2026-03-31 17:58:54.496272,,,
178.154.202.251,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:53.035721,Jenkins,2.346.1,"CVE-2023-44487, CVE-2024-13009, CVE-2024-6763, CVE-2023-26048, CVE-2023-26049, CVE-2023-40167, CVE-2023-36478, CVE-2024-9823, CVE-2022-2047, CVE-2023-41900, CVE-2023-36479, CVE-2024-22201, CVE-2025-5115, CVE-2025-11143, CVE-2024-23897, CVE-2024-8184, CVE-2022-2048"
2a01:d8:4:5::a,Russian Federation,3622,"JSC ""RU-CENTER""","JSC ""RU-CENTER""",['synay.net'],2026-03-31 17:58:51.553092,,,
212.60.20.177,Russian Federation,5001,TimeWeb Ltd.,TimeWeb Ltd.,['3352369-xw59016.twc1.net'],2026-03-31 17:58:51.510712,,,
38.60.223.91,Russian Federation,1444,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 17:58:50.664079,,,
89.169.138.242,Russian Federation,80,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:48.847022,nginx,1.22.1,"CVE-2023-44487, CVE-2025-23419"
138.113.132.100,Russian Federation,6000,Meteverse Limited.,Meteverse Limited.,[],2026-03-31 17:58:47.768180,nginx,,
80.92.211.30,Russian Federation,1883,"TC Overta Ltd., 37/45 Shelkovichnaya str,",MTS PJSC,['pppoe-saratov01-80.92.211.30.overta.ru'],2026-03-31 17:58:47.416472,MQTT,,
45.137.105.61,Russian Federation,21270,Torgovyi Dom Neftmagistral LLC,Torgovyi Dom Neftmagistral LLC,[],2026-03-31 17:58:46.556269,,,
95.163.41.109,Russian Federation,843,VK Services,LLC VK,[],2026-03-31 18:06:01.312525,,,
178.217.230.143,Russian Federation,7676,JSC MC Visota,"Joint stock company ""For""",['178-217-230-143.k-telecom.org'],2026-03-31 17:58:45.289564,Java Message Service,301,
51.250.24.26,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:44.705679,OpenSSH,8.0,"CVE-2008-3844, CVE-2019-16905, CVE-2016-20012, CVE-2021-36368, CVE-2025-26465, CVE-2020-14145, CVE-2023-51767, CVE-2020-15778, CVE-2023-48795, CVE-2023-38408, CVE-2007-2768, CVE-2025-32728, CVE-2023-51385, CVE-2021-41617"
95.174.104.40,Russian Federation,8080,Consumer Internet Cooperative PG-19,Consumer Internet Cooperative PG-19,[],2026-03-31 17:58:44.514919,,,
158.160.117.27,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:43.700415,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
185.185.143.209,Russian Federation,10050,MEGASVYAZ LLC,,[],2026-03-31 17:58:41.945155,,,
84.252.137.87,Russian Federation,8502,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:40.831709,,,
5.129.225.3,Russian Federation,22,TimeWeb Ltd.,,[],2026-03-31 17:58:40.503335,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
81.177.122.94,Russian Federation,1444,PJSC Rostelecom,PJSC Rostelecom,[],2026-03-31 17:58:39.770648,,,
194.58.111.138,Russian Federation,443,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd","['smtp.payze.money', 'payze.money']",2026-03-31 17:58:39.491887,nginx,1.27.0,CVE-2025-23419
93.190.23.64,Russian Federation,8493,Dmitriy V. Kozmenko,Business Svyaz,['host-93-190-23-64.bisv.ru'],2026-03-31 17:58:39.368364,,,
178.176.220.198,Russian Federation,10081,Caucasus Branch of PJSC MegaFon Mobile,PJSC MegaFon,[],2026-03-31 17:58:39.298131,,,
51.250.13.48,Russian Federation,5601,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:39.289165,,,
45.148.134.254,Russian Federation,25,CSRW Consulting AB,GNET INC.,[],2026-03-31 17:58:39.066515,Postfix smtpd,,
37.230.175.115,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,['mail.spd-expert.ru'],2026-03-31 17:58:37.656086,OpenSSH,8.9p1 Ubuntu 3ubuntu0.14,
185.186.143.35,Russian Federation,53,Kontel LLC,Kontel LLC,['699816.cloud4box.ru'],2026-03-31 17:58:37.315561,,,
45.131.50.139,Russian Federation,53,MCS LLC,MCS LLC,[],2026-03-31 17:58:35.767520,,,
185.226.53.192,Russian Federation,444,Odnoklassniki Services,LLC VK,[],2026-03-31 17:58:35.242705,,,
91.201.41.88,Russian Federation,465,RuWeb LLC,EuroByte LLC,['majento.ru'],2026-03-31 17:58:32.884349,Exim smtpd,4.92.3,
5.189.201.217,Russian Federation,8493,EdgeCenter LLC,EdgeCenter LLC,['ipinfo.io'],2026-03-31 17:58:30.913239,,,
31.128.36.88,Russian Federation,465,Beget LLC,Beget LLC,[],2026-03-31 17:58:30.015441,Exim smtpd,4.95,"CVE-2022-3620, CVE-2024-39929, CVE-2023-42114, CVE-2023-51766, CVE-2023-42117, CVE-2023-42116, CVE-2023-42115, CVE-2025-67896, CVE-2023-42119, CVE-2022-37451, CVE-2022-3559"
5.138.226.248,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:58:29.366382,,,
80.87.108.66,Russian Federation,22,Internet-Pro LLC,Internet-Pro LLC,['vm-3ac05c46.na4u.ru'],2026-03-31 17:58:29.257504,OpenSSH,7.9p1 Debian 10+deb10u4\r\n,
185.226.53.49,Russian Federation,1935,Odnoklassniki Services,LLC VK,[],2026-03-31 17:58:28.988705,,,
212.193.27.232,Russian Federation,10250,TimeWeb Ltd.,TimeWeb Ltd.,['3955281-twmanvds4.twc1.net'],2026-03-31 17:58:28.827718,Kubernetes,,
91.216.46.202,Russian Federation,10081,Bst Ltd.,Bst Ltd.,['host202.net91-216-46.bs-telecom.net'],2026-03-31 17:58:26.835416,,,
194.67.198.50,Russian Federation,123,PSERVERS Enterprise Network,I-SERVERS LTD,['ih1978483.ihor-dedic.ru'],2026-03-31 17:58:25.834738,ntpd,3,
94.100.180.139,Russian Federation,53,VK Services,LLC VK,['is-nsm.i.mail.ru'],2026-03-31 17:58:25.669097,,,
147.45.164.160,Russian Federation,443,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 17:58:25.352093,Ncat http proxy,,
213.139.211.187,Russian Federation,443,Beget LLC,Beget LLC,"['otakuclique.ru', 'www.otakuclique.ru']",2026-03-31 17:58:25.084962,nginx,1.18.0,"CVE-2023-44487, CVE-2021-3618, CVE-2021-23017, CVE-2025-23419"
78.36.3.241,Russian Federation,12066,OJSC North-West Telecom,PJSC Rostelecom,[],2026-03-31 17:58:23.900336,Home Assistant,,
95.165.74.155,Russian Federation,50000,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-74-155.dynamic.spd-mgts.ru'],2026-03-31 17:58:22.870104,,,
193.163.203.2,Russian Federation,443,"Standart AG, LLC",SERV.HOST GROUP LTD,[],2026-03-31 17:58:21.983772,nginx,,
80.66.83.45,Russian Federation,135,"XHOST INTERNET SOLUTIONS LP Suite 6060, 128 Aldersgate Street, Barbican, London EClA 4AE, England",XHOST INTERNET SOLUTIONS LP,[],2026-03-31 17:58:21.311300,Microsoft RPC Endpoint Mapper,,
213.226.124.58,Russian Federation,80,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 17:58:20.358342,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
194.67.126.101,Russian Federation,22,"Domain names registrar REG.RU, Ltd","""Domain names registrar REG.RU"", Ltd",['194-67-126-101.cloudvps.regruhosting.ru'],2026-03-31 17:58:19.637494,Dropbear sshd,2025.89,
38.60.223.91,Russian Federation,9023,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 18:02:46.735028,,,
212.60.5.129,Russian Federation,8549,LLC Baxet,LLC Baxet,[],2026-03-31 17:58:17.863102,,,
45.12.238.4,Russian Federation,443,Beget LLC,Beget LLC,[],2026-03-31 17:58:17.215359,,,
195.24.67.27,Russian Federation,12000,"JSC ""RU-CENTER""","JSC ""RU-CENTER""",[],2026-03-31 17:58:16.029046,,,
109.248.59.241,Russian Federation,5432,Ildar Gilmutdinov PE,Chernyshov Aleksandr Aleksandrovich,['vps.ae375e4.host'],2026-03-31 17:58:15.801591,PostgreSQL,,
178.46.167.97,Russian Federation,30007,Dynamic distribution IP's for broadband services,PJSC Rostelecom,[],2026-03-31 17:58:15.635595,,,
213.135.146.66,Russian Federation,10081,"PJSC Rostelecom, Tambov branch",PJSC Rostelecom,['ip-146-66.stub.tmb.ru'],2026-03-31 17:58:14.731606,,,
185.244.42.126,Russian Federation,10081,Union Group LLC,Kontel LLC,['gilaajob.example.com'],2026-03-31 17:58:14.324257,,,
185.226.52.194,Russian Federation,444,Odnoklassniki Services,LLC VK,[],2026-03-31 17:58:14.261686,,,
46.183.183.90,Russian Federation,8152,Biz Telecom LLC,Biz Telecom LLC,[],2026-03-31 17:58:13.110288,,,
80.64.106.111,Russian Federation,10081,CJSC RASCOM,CJSC RASCOM,['80.64.106.111.rascom.as20764.net'],2026-03-31 17:58:12.415536,,,
178.46.167.97,Russian Federation,21270,Dynamic distribution IP's for broadband services,PJSC Rostelecom,[],2026-03-31 17:58:12.392246,,,
84.54.28.201,Russian Federation,53,IT Hostline Ltd,Petersburg Internet Network ltd.,[],2026-03-31 17:58:11.612247,,,
77.232.138.12,Russian Federation,443,TimeWeb Ltd.,TimeWeb Ltd.,"['ru1.ysi88.ru', 'ru1.ysi88.org']",2026-03-31 17:58:11.419053,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
213.33.171.67,Russian Federation,465,"105082 Russia Moscow , ZC- 14468774","PJSC ""Vimpelcom""","['trassir.com', 'dssl.trassir.com']",2026-03-31 17:58:10.314404,Postfix smtpd,,
91.151.190.83,Russian Federation,1701,Petersburg Internet Network ltd.,Petersburg Internet Network ltd.,[],2026-03-31 17:58:09.892875,,,
213.165.208.232,Russian Federation,3389,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:09.804248,Remote Desktop Protocol,,
85.172.106.218,Russian Federation,10081,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:58:08.695256,,,"CVE-2024-47252, CVE-2025-49630, CVE-2025-55753, CVE-2025-58098, CVE-2013-4365, CVE-2012-3526, CVE-2009-2299, CVE-2025-66200, CVE-2009-0796, CVE-2012-4001, CVE-2024-42516, CVE-2012-4360, CVE-2011-1176, CVE-2011-2688, CVE-2025-59775, CVE-2025-53020, CVE-2013-2765, CVE-2024-43394, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2025-65082, CVE-2025-23048, CVE-2025-49812, CVE-2024-43204"
95.165.69.229,Russian Federation,8110,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-69-229.dynamic.spd-mgts.ru'],2026-03-31 17:58:08.145468,Home Assistant,,
31.6.51.56,Russian Federation,2332,Golden Frog GmbH,CloudIP LLC,[],2026-03-31 17:58:03.832603,,,
38.60.223.91,Russian Federation,8029,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 17:58:03.304887,,,
176.222.56.130,Russian Federation,22,IT Hostline Ltd,JSC Selectel,[],2026-03-31 17:58:03.144051,OpenSSH,8.4p1 Debian 5\r\n,
213.108.130.177,Russian Federation,10081,,"LLC ""Pudlink""",['177-130-108-213.bitnet.pro'],2026-03-31 17:58:02.711002,nginx,,
31.181.109.128,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:58:01.905220,,,
84.201.144.63,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:58:01.736302,,,
213.183.50.210,Russian Federation,8443,Melbicom infrastructure,Melbikomas UAB,[],2026-03-31 17:58:01.592700,,,
178.57.220.141,Russian Federation,110,Internet-Hosting Ltd,EuroByte LLC,['hosted-by.IHC.ru'],2026-03-31 17:57:59.955448,Dovecot pop3d,,
84.201.137.102,Russian Federation,1723,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:59.347908,PPTP,,
109.248.7.190,Russian Federation,10014,Delta Ltd,Delta Ltd,['free.ds'],2026-03-31 17:57:58.702298,,,
158.160.112.6,Russian Federation,444,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:56.227066,,,
91.220.109.234,Russian Federation,21,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 17:57:55.881175,,,
87.228.27.82,Russian Federation,21270,Selectel Network,JSC Selectel,[],2026-03-31 17:57:55.691894,,,
194.87.213.30,Russian Federation,9011,MT FINANCE LLC,MT FINANCE LLC,['sfnovoip1.idfnv.net'],2026-03-31 17:57:55.684717,,,
130.193.50.37,Russian Federation,443,Yandex.Cloud LLC,Yandex.Cloud LLC,['p.plexrise.com'],2026-03-31 17:57:54.982855,nginx,,
95.143.111.84,Russian Federation,111,,,[],2026-03-31 17:57:54.745874,,,
38.60.223.91,Russian Federation,3060,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 17:57:54.682959,,,
194.156.26.166,Russian Federation,8880,IT Hostline Ltd,Petersburg Internet Network ltd.,[],2026-03-31 17:57:53.383577,,,
95.165.74.155,Russian Federation,902,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-74-155.dynamic.spd-mgts.ru'],2026-03-31 17:57:51.741047,Home Assistant,,
158.160.62.19,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:51.339930,,,
194.226.139.33,Russian Federation,5246,QWARTA LLC,QWARTA LLC,[],2026-03-31 17:57:51.032937,,,
165.225.90.208,Russian Federation,8080,"Zscaler, Inc.",Zscaler Switzerland GmbH,[],2026-03-31 17:57:50.779515,,,
194.58.98.48,Russian Federation,53,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['194-58-98-48.cloudvps.regruhosting.ru'],2026-03-31 17:57:50.420622,,,
95.104.225.158,Russian Federation,7434,MTS PJSC,MTS PJSC,[],2026-03-31 17:57:48.227371,,,
89.169.173.19,Russian Federation,8080,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:48.061687,,,
5.138.250.187,Russian Federation,53,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:47.617894,,,
95.128.181.180,Russian Federation,18028,MakeCloud Public Network,TrustInfo LLC,[],2026-03-31 17:57:47.516754,,,
176.124.218.90,Russian Federation,443,TimeWeb Ltd.,TimeWeb Ltd.,['note.evil.fyi'],2026-03-31 17:57:47.131252,Apache httpd,2.4.52,"CVE-2024-47252, CVE-2024-38475, CVE-2024-24795, CVE-2013-2765, CVE-2025-49630, CVE-2023-38709, CVE-2025-55753, CVE-2025-58098, CVE-2023-45802, CVE-2013-4365, CVE-2022-22720, CVE-2022-28330, CVE-2024-38476, CVE-2024-38477, CVE-2024-38474, CVE-2025-66200, CVE-2024-38472, CVE-2024-38473, CVE-2022-30556, CVE-2006-20001, CVE-2009-0796, CVE-2022-22721, CVE-2022-22719, CVE-2012-3526, CVE-2022-31813, CVE-2012-4001, CVE-2024-42516, CVE-2024-27316, CVE-2012-4360, CVE-2011-1176, CVE-2022-23943, CVE-2025-49812, CVE-2011-2688, CVE-2025-59775, CVE-2025-53020, CVE-2022-36760, CVE-2023-25690, CVE-2024-43394, CVE-2007-4723, CVE-2013-0941, CVE-2013-0942, CVE-2022-37436, CVE-2025-65082, CVE-2024-39573, CVE-2022-26377, CVE-2025-23048, CVE-2022-28614, CVE-2009-2299, CVE-2022-29404, CVE-2024-40898, CVE-2024-43204, CVE-2022-28615, CVE-2023-31122, CVE-2023-27522"
93.190.23.64,Russian Federation,8521,Dmitriy V. Kozmenko,Business Svyaz,['host-93-190-23-64.bisv.ru'],2026-03-31 17:57:45.868289,,,
194.67.96.130,Russian Federation,80,"Domain names registrar REG.RU, Ltd","""Domain names registrar REG.RU"", Ltd",[],2026-03-31 17:57:45.336264,nginx,,
158.160.149.42,Russian Federation,2379,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:44.992157,,,
194.58.92.218,Russian Federation,53,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['194-58-92-218.cloudvps.regruhosting.ru'],2026-03-31 17:57:44.738020,,,
51.250.37.216,Russian Federation,53,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:44.646595,,,
138.113.132.172,Russian Federation,5005,Meteverse Limited.,Meteverse Limited.,[],2026-03-31 17:57:42.749043,nginx,,
213.135.146.66,Russian Federation,4999,"PJSC Rostelecom, Tambov branch",PJSC Rostelecom,['ip-146-66.stub.tmb.ru'],2026-03-31 17:57:42.074967,,,
38.60.223.91,Russian Federation,8493,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 17:57:40.375504,,,
176.126.103.206,Russian Federation,465,"Cloud Hosting Solutions, Limited.","Cloud Hosting Solutions, Limited.",[],2026-03-31 17:57:39.733771,,,
85.172.104.193,Russian Federation,50000,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:37.382894,,,
158.160.3.216,Russian Federation,80,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:36.988673,,,
45.150.64.125,Russian Federation,9023,UFO Hosting LLC,UFO Hosting LLC,['moscow.pq.hosting'],2026-03-31 17:57:36.265195,,,
213.226.126.139,Russian Federation,8080,TimeWeb Ltd.,TimeWeb Ltd.,[],2026-03-31 17:57:35.875759,,,"CVE-2024-9026, CVE-2025-14177, CVE-2025-1220, CVE-2025-14178, CVE-2007-3205, CVE-2024-3566, CVE-2024-8932, CVE-2024-11233, CVE-2025-1861, CVE-2024-11234, CVE-2024-11236, CVE-2025-6491, CVE-2025-1735, CVE-2025-1734, CVE-2025-1736, CVE-2013-2220, CVE-2025-1219, CVE-2025-1217, CVE-2024-8925, CVE-2024-8926, CVE-2024-8927, CVE-2024-8929, CVE-2025-14180"
91.142.144.76,Russian Federation,53,Teledyne Systems Limited,LLC Teledyne Systems Limited,['ns.tsl.ru'],2026-03-31 17:57:35.195971,,,
37.235.191.81,Russian Federation,12280,LANTA Ltd,LANTA Ltd,['37-235-191-81.dynamic.customer.lanta.me'],2026-03-31 17:57:33.575086,,,
178.208.68.20,Russian Federation,587,RuWeb LLC,EuroByte LLC,"['mail.lyra.deserv.net', 'lyra.deserv.net']",2026-03-31 17:57:33.069250,,,
95.167.23.193,Russian Federation,443,PJSC Rostelecom,PJSC Rostelecom,[],2026-03-31 17:57:32.059736,,,
45.147.178.120,Russian Federation,465,Beget LLC,Beget LLC,"['cats-clans.com', 'www.cats-clans.com']",2026-03-31 17:57:31.611614,,,
151.248.118.7,Russian Federation,5150,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['151-248-118-7.ovz.vps.regruhosting.ru'],2026-03-31 17:57:31.578524,,,
5.138.181.254,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:31.089555,,,
77.233.212.3,Russian Federation,80,MEGASVYAZ LLC,MEGASVYAZ LLC,[],2026-03-31 17:57:30.594801,nginx,1.18.0,"CVE-2023-44487, CVE-2021-3618, CVE-2021-23017, CVE-2025-23419"
151.236.66.103,Russian Federation,1110,CDNvideo LLC,GLOBAL CLOUD NETWORK LLC,[],2026-03-31 17:57:29.862379,nginx,,
89.169.162.248,Russian Federation,10250,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:29.691693,Kubernetes,,
95.165.74.155,Russian Federation,9023,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-74-155.dynamic.spd-mgts.ru'],2026-03-31 17:57:29.207811,Home Assistant,,
37.140.195.86,Russian Federation,443,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",['37-140-195-86.cloudvps.regruhosting.ru'],2026-03-31 17:57:27.580950,nginx,1.24.0,"CVE-2023-44487, CVE-2025-23419"
5.138.200.149,Russian Federation,4999,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:27.228596,,,
5.252.179.5,Russian Federation,53,MivoCloud,MivoCloud SRL,['zentrya.ru'],2026-03-31 17:57:27.068742,,,
45.137.105.61,Russian Federation,44310,Torgovyi Dom Neftmagistral LLC,Torgovyi Dom Neftmagistral LLC,[],2026-03-31 17:57:26.839580,,,
158.160.172.73,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:26.437604,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
5.138.143.78,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:25.953392,,,
46.173.26.172,Russian Federation,53,Beget LLC,Beget LLC,['truemugoyanag.beget.app'],2026-03-31 17:57:25.309761,,,
14.0.37.153,Russian Federation,21002,CDNetworks,Meteverse Limited.,[],2026-03-31 17:57:25.001699,nginx,,
213.183.48.25,Russian Federation,4999,Melbicom infrastructure,Melbikomas UAB,['virt.reserved.ds'],2026-03-31 17:57:24.578980,,,
31.31.200.124,Russian Federation,53,Reg.Ru Hosting,"""Domain names registrar REG.RU"", Ltd",[],2026-03-31 17:57:24.369757,,,
38.60.223.91,Russian Federation,8549,Kaopu Cloud HK Limited,Kaopu Cloud HK Limited,[],2026-03-31 17:57:24.102958,,,
158.160.86.21,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:23.412909,OpenSSH,9.6p1,
14.0.57.196,Russian Federation,92,CDNetworks,Meteverse Limited.,[],2026-03-31 17:57:22.373621,nginx,,
158.160.17.236,Russian Federation,22,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:21.913947,OpenSSH,9.6p1 Ubuntu 3ubuntu13.15,
79.174.79.147,Russian Federation,443,"JSC ""RU-CENTER""","JSC ""RU-CENTER""","['the-hermes.ru', 'www.the-hermes.ru']",2026-03-31 17:57:21.685715,nginx,,
130.193.43.64,Russian Federation,443,Yandex.Cloud LLC,Yandex.Cloud LLC,[],2026-03-31 17:57:20.621042,nginx,,
45.136.22.190,Russian Federation,444,Odnoklassniki Services,LLC VK,[],2026-03-31 17:57:19.378012,,,
80.85.154.204,Russian Federation,8110,PDK LLC,Chelyabinsk-Signal LLC,['chelyabinsk.ipinfo.io'],2026-03-31 17:57:19.243493,,,
2a01:d8:4:5::a,Russian Federation,3181,"JSC ""RU-CENTER""","JSC ""RU-CENTER""",['synay.net'],2026-03-31 17:57:18.536382,,,
178.46.167.97,Russian Federation,12392,Dynamic distribution IP's for broadband services,PJSC Rostelecom,[],2026-03-31 17:57:16.594394,,,
95.165.74.155,Russian Federation,12392,Moscow Local Telephone Network (OAO MGTS),PJSC Moscow city telephone network,['95-165-74-155.dynamic.spd-mgts.ru'],2026-03-31 17:57:16.411582,Home Assistant,,
5.138.158.64,Russian Federation,7547,OJSC Rostelecom Macroregional Branch South,PJSC Rostelecom,[],2026-03-31 17:57:15.030867,,,
95.104.225.158,Russian Federation,18028,MTS PJSC,MTS PJSC,[],2026-03-31 17:57:14.489656,,,
194.87.161.252,Russian Federation,53,TimeWeb Ltd.,TimeWeb Ltd.,['4401773-oo76210.twc1.net'],2026-03-31 17:57:14.386360,,,
